environment | time (ms),fast_sodium_current | i_Na (uA_per_mm2),L_type_Ca_channel | i_CaCa (uA_per_mm2),L_type_Ca_channel | i_CaK (uA_per_mm2),membrane | V (mV),plateau_potassium_current | i_Kp (uA_per_mm2),time_dependent_potassium_current | i_K (uA_per_mm2),time_independent_potassium_current | i_K1 (uA_per_mm2)
391.21,-2.70674e-08,-1.60692e-05,5.06287e-11,-87.4347,3.18697e-12,-0.000565459,0.000601764
391.22,-2.70672e-08,-1.60692e-05,5.06213e-11,-87.4348,3.18649e-12,-0.000565373,0.000601675
391.23,-2.70669e-08,-1.60693e-05,5.06139e-11,-87.4348,3.186e-12,-0.000565288,0.000601587
391.24,-2.70666e-08,-1.60693e-05,5.06065e-11,-87.4348,3.18552e-12,-0.000565202,0.000601498
391.25,-2.70664e-08,-1.60693e-05,5.0599e-11,-87.4348,3.18504e-12,-0.000565117,0.00060141
391.26,-2.70661e-08,-1.60694e-05,5.05916e-11,-87.4348,3.18456e-12,-0.000565031,0.000601321
391.27,-2.70658e-08,-1.60694e-05,5.05842e-11,-87.4349,3.18407e-12,-0.000564946,0.000601233
391.28,-2.70656e-08,-1.60695e-05,5.05768e-11,-87.4349,3.18359e-12,-0.00056486,0.000601144
391.29,-2.70653e-08,-1.60695e-05,5.05694e-11,-87.4349,3.18311e-12,-0.000564775,0.000601056
391.3,-2.7065e-08,-1.60695e-05,5.0562e-11,-87.4349,3.18263e-12,-0.000564689,0.000600967
391.31,-2.70648e-08,-1.60696e-05,5.05546e-11,-87.4349,3.18214e-12,-0.000564604,0.000600879
391.32,-2.70645e-08,-1.60696e-05,5.05473e-11,-87.435,3.18166e-12,-0.000564518,0.00060079
391.33,-2.70642e-08,-1.60696e-05,5.05399e-11,-87.435,3.18118e-12,-0.000564433,0.000600702
391.34,-2.70639e-08,-1.60697e-05,5.05325e-11,-87.435,3.1807e-12,-0.000564347,0.000600613
391.35,-2.70637e-08,-1.60697e-05,5.05251e-11,-87.435,3.18021e-12,-0.000564262,0.000600525
391.36,-2.70634e-08,-1.60698e-05,5.05177e-11,-87.435,3.17973e-12,-0.000564177,0.000600436
391.37,-2.70631e-08,-1.60698e-05,5.05103e-11,-87.4351,3.17925e-12,-0.000564091,0.000600348
391.38,-2.70629e-08,-1.60698e-05,5.05029e-11,-87.4351,3.17877e-12,-0.000564006,0.00060026
391.39,-2.70626e-08,-1.60699e-05,5.04955e-11,-87.4351,3.17829e-12,-0.00056392,0.000600171
391.4,-2.70623e-08,-1.60699e-05,5.04881e-11,-87.4351,3.1778e-12,-0.000563835,0.000600083
391.41,-2.70621e-08,-1.60699e-05,5.04807e-11,-87.4351,3.17732e-12,-0.00056375,0.000599995
391.42,-2.70618e-08,-1.607e-05,5.04733e-11,-87.4352,3.17684e-12,-0.000563664,0.000599906
391.43,-2.70615e-08,-1.607e-05,5.0466e-11,-87.4352,3.17636e-12,-0.000563579,0.000599818
391.44,-2.70613e-08,-1.607e-05,5.04586e-11,-87.4352,3.17588e-12,-0.000563494,0.00059973
391.45,-2.7061e-08,-1.60701e-05,5.04512e-11,-87.4352,3.1754e-12,-0.000563409,0.000599641
391.46,-2.70607e-08,-1.60701e-05,5.04438e-11,-87.4352,3.17492e-12,-0.000563323,0.000599553
391.47,-2.70605e-08,-1.60702e-05,5.04364e-11,-87.4353,3.17443e-12,-0.000563238,0.000599465
391.48,-2.70602e-08,-1.60702e-05,5.04291e-11,-87.4353,3.17395e-12,-0.000563153,0.000599377
391.49,-2.70599e-08,-1.60702e-05,5.04217e-11,-87.4353,3.17347e-12,-0.000563068,0.000599288
391.5,-2.70596e-08,-1.60703e-05,5.04143e-11,-87.4353,3.17299e-12,-0.000562982,0.0005992
391.51,-2.70594e-08,-1.60703e-05,5.04069e-11,-87.4353,3.17251e-12,-0.000562897,0.000599112
391.52,-2.70591e-08,-1.60703e-05,5.03995e-11,-87.4354,3.17203e-12,-0.000562812,0.000599024
391.53,-2.70588e-08,-1.60704e-05,5.03922e-11,-87.4354,3.17155e-12,-0.000562727,0.000598936
391.54,-2.70586e-08,-1.60704e-05,5.03848e-11,-87.4354,3.17107e-12,-0.000562642,0.000598847
391.55,-2.70583e-08,-1.60705e-05,5.03774e-11,-87.4354,3.17059e-12,-0.000562556,0.000598759
391.56,-2.7058e-08,-1.60705e-05,5.03701e-11,-87.4354,3.17011e-12,-0.000562471,0.000598671
391.57,-2.70578e-08,-1.60705e-05,5.03627e-11,-87.4355,3.16963e-12,-0.000562386,0.000598583
391.58,-2.70575e-08,-1.60706e-05,5.03553e-11,-87.4355,3.16915e-12,-0.000562301,0.000598495
391.59,-2.70572e-08,-1.60706e-05,5.0348e-11,-87.4355,3.16867e-12,-0.000562216,0.000598407
391.6,-2.7057e-08,-1.60706e-05,5.03406e-11,-87.4355,3.16819e-12,-0.000562131,0.000598319
391.61,-2.70567e-08,-1.60707e-05,5.03332e-11,-87.4355,3.16771e-12,-0.000562046,0.000598231
391.62,-2.70564e-08,-1.60707e-05,5.03259e-11,-87.4356,3.16723e-12,-0.000561961,0.000598142
391.63,-2.70562e-08,-1.60707e-05,5.03185e-11,-87.4356,3.16675e-12,-0.000561876,0.000598054
391.64,-2.70559e-08,-1.60708e-05,5.03111e-11,-87.4356,3.16627e-12,-0.000561791,0.000597966
391.65,-2.70556e-08,-1.60708e-05,5.03038e-11,-87.4356,3.16579e-12,-0.000561706,0.000597878
391.66,-2.70553e-08,-1.60709e-05,5.02964e-11,-87.4356,3.16531e-12,-0.000561621,0.00059779
391.67,-2.70551e-08,-1.60709e-05,5.02891e-11,-87.4357,3.16483e-12,-0.000561536,0.000597702
391.68,-2.70548e-08,-1.60709e-05,5.02817e-11,-87.4357,3.16435e-12,-0.000561451,0.000597614
391.69,-2.70545e-08,-1.6071e-05,5.02743e-11,-87.4357,3.16387e-12,-0.000561366,0.000597526
391.7,-2.70543e-08,-1.6071e-05,5.0267e-11,-87.4357,3.16339e-12,-0.000561281,0.000597438
391.71,-2.7054e-08,-1.6071e-05,5.02596e-11,-87.4357,3.16291e-12,-0.000561196,0.00059735
391.72,-2.70537e-08,-1.60711e-05,5.02523e-11,-87.4358,3.16243e-12,-0.000561111,0.000597263
391.73,-2.70535e-08,-1.60711e-05,5.02449e-11,-87.4358,3.16195e-12,-0.000561026,0.000597175
391.74,-2.70532e-08,-1.60712e-05,5.02376e-11,-87.4358,3.16147e-12,-0.000560941,0.000597087
391.75,-2.70529e-08,-1.60712e-05,5.02302e-11,-87.4358,3.16099e-12,-0.000560856,0.000596999
391.76,-2.70527e-08,-1.60712e-05,5.02229e-11,-87.4358,3.16051e-12,-0.000560771,0.000596911
391.77,-2.70524e-08,-1.60713e-05,5.02155e-11,-87.4359,3.16003e-12,-0.000560686,0.000596823
391.78,-2.70521e-08,-1.60713e-05,5.02082e-11,-87.4359,3.15956e-12,-0.000560601,0.000596735
391.79,-2.70519e-08,-1.60713e-05,5.02008e-11,-87.4359,3.15908e-12,-0.000560517,0.000596647
391.8,-2.70516e-08,-1.60714e-05,5.01935e-11,-87.4359,3.1586e-12,-0.000560432,0.00059656
391.81,-2.70513e-08,-1.60714e-05,5.01861e-11,-87.4359,3.15812e-12,-0.000560347,0.000596472
391.82,-2.70511e-08,-1.60714e-05,5.01788e-11,-87.436,3.15764e-12,-0.000560262,0.000596384
391.83,-2.70508e-08,-1.60715e-05,5.01715e-11,-87.436,3.15716e-12,-0.000560177,0.000596296
391.84,-2.70505e-08,-1.60715e-05,5.01641e-11,-87.436,3.15668e-12,-0.000560092,0.000596208
391.85,-2.70502e-08,-1.60716e-05,5.01568e-11,-87.436,3.15621e-12,-0.000560008,0.000596121
391.86,-2.705e-08,-1.60716e-05,5.01494e-11,-87.436,3.15573e-12,-0.000559923,0.000596033
391.87,-2.70497e-08,-1.60716e-05,5.01421e-11,-87.4361,3.15525e-12,-0.000559838,0.000595945
391.88,-2.70494e-08,-1.60717e-05,5.01348e-11,-87.4361,3.15477e-12,-0.000559753,0.000595857
391.89,-2.70492e-08,-1.60717e-05,5.01274e-11,-87.4361,3.15429e-12,-0.000559669,0.00059577
391.9,-2.70489e-08,-1.60717e-05,5.01201e-11,-87.4361,3.15382e-12,-0.000559584,0.000595682
391.91,-2.70486e-08,-1.60718e-05,5.01128e-11,-87.4361,3.15334e-12,-0.000559499,0.000595594
391.92,-2.70484e-08,-1.60718e-05,5.01054e-11,-87.4362,3.15286e-12,-0.000559415,0.000595507
391.93,-2.70481e-08,-1.60718e-05,5.00981e-11,-87.4362,3.15238e-12,-0.00055933,0.000595419
391.94,-2.70478e-08,-1.60719e-05,5.00908e-11,-87.4362,3.1519e-12,-0.000559245,0.000595331
391.95,-2.70476e-08,-1.60719e-05,5.00834e-11,-87.4362,3.15143e-12,-0.000559161,0.000595244
391.96,-2.70473e-08,-1.6072e-05,5.00761e-11,-87.4362,3.15095e-12,-0.000559076,0.000595156
391.97,-2.7047e-08,-1.6072e-05,5.00688e-11,-87.4363,3.15047e-12,-0.000558991,0.000595068
391.98,-2.70468e-08,-1.6072e-05,5.00615e-11,-87.4363,3.14999e-12,-0.000558907,0.000594981
391.99,-2.70465e-08,-1.60721e-05,5.00541e-11,-87.4363,3.14952e-12,-0.000558822,0.000594893
392,-2.70462e-08,-1.60721e-05,5.00468e-11,-87.4363,3.14904e-12,-0.000558738,0.000594806
392.01,-2.7046e-08,-1.60721e-05,5.00395e-11,-87.4363,3.14856e-12,-0.000558653,0.000594718
392.02,-2.70457e-08,-1.60722e-05,5.00322e-11,-87.4364,3.14809e-12,-0.000558568,0.000594631
392.03,-2.70454e-08,-1.60722e-05,5.00248e-11,-87.4364,3.14761e-12,-0.000558484,0.000594543
392.04,-2.70452e-08,-1.60722e-05,5.00175e-11,-87.4364,3.14713e-12,-0.000558399,0.000594456
392.05,-2.70449e-08,-1.60723e-05,5.00102e-11,-87.4364,3.14666e-12,-0.000558315,0.000594368
392.06,-2.70446e-08,-1.60723e-05,5.00029e-11,-87.4364,3.14618e-12,-0.00055823,0.000594281
392.07,-2.70443e-08,-1.60724e-05,4.99956e-11,-87.4365,3.1457e-12,-0.000558146,0.000594193
392.08,-2.70441e-08,-1.60724e-05,4.99883e-11,-87.4365,3.14523e-12,-0.000558061,0.000594106
392.09,-2.70438e-08,-1.60724e-05,4.99809e-11,-87.4365,3.14475e-12,-0.000557977,0.000594018
392.1,-2.70435e-08,-1.60725e-05,4.99736e-11,-87.4365,3.14427e-12,-0.000557892,0.000593931
392.11,-2.70433e-08,-1.60725e-05,4.99663e-11,-87.4365,3.1438e-12,-0.000557808,0.000593843
392.12,-2.7043e-08,-1.60725e-05,4.9959e-11,-87.4366,3.14332e-12,-0.000557723,0.000593756
392.13,-2.70427e-08,-1.60726e-05,4.99517e-11,-87.4366,3.14284e-12,-0.000557639,0.000593669
392.14,-2.70425e-08,-1.60726e-05,4.99444e-11,-87.4366,3.14237e-12,-0.000557555,0.000593581
392.15,-2.70422e-08,-1.60726e-05,4.99371e-11,-87.4366,3.14189e-12,-0.00055747,0.000593494
392.16,-2.70419e-08,-1.60727e-05,4.99298e-11,-87.4366,3.14142e-12,-0.000557386,0.000593406
392.17,-2.70417e-08,-1.60727e-05,4.99225e-11,-87.4367,3.14094e-12,-0.000557301,0.000593319
392.18,-2.70414e-08,-1.60728e-05,4.99152e-11,-87.4367,3.14046e-12,-0.000557217,0.000593232
392.19,-2.70411e-08,-1.60728e-05,4.99079e-11,-87.4367,3.13999e-12,-0.000557133,0.000593144
392.2,-2.70409e-08,-1.60728e-05,4.99006e-11,-87.4367,3.13951e-12,-0.000557048,0.000593057
392.21,-2.70406e-08,-1.60729e-05,4.98933e-11,-87.4367,3.13904e-12,-0.000556964,0.00059297
392.22,-2.70403e-08,-1.60729e-05,4.9886e-11,-87.4368,3.13856e-12,-0.00055688,0.000592883
392.23,-2.70401e-08,-1.60729e-05,4.98787e-11,-87.4368,3.13809e-12,-0.000556795,0.000592795
392.24,-2.70398e-08,-1.6073e-05,4.98714e-11,-87.4368,3.13761e-12,-0.000556711,0.000592708
392.25,-2.70395e-08,-1.6073e-05,4.98641e-11,-87.4368,3.13713e-12,-0.000556627,0.000592621
392.26,-2.70393e-08,-1.6073e-05,4.98568e-11,-87.4368,3.13666e-12,-0.000556543,0.000592534
392.27,-2.7039e-08,-1.60731e-05,4.98495e-11,-87.4369,3.13618e-12,-0.000556458,0.000592446
392.28,-2.70387e-08,-1.60731e-05,4.98422e-11,-87.4369,3.13571e-12,-0.000556374,0.000592359
392.29,-2.70384e-08,-1.60731e-05,4.98349e-11,-87.4369,3.13523e-12,-0.00055629,0.000592272
392.3,-2.70382e-08,-1.60732e-05,4.98276e-11,-87.4369,3.13476e-12,-0.000556206,0.000592185
392.31,-2.70379e-08,-1.60732e-05,4.98203e-11,-87.4369,3.13428e-12,-0.000556122,0.000592098
392.32,-2.70376e-08,-1.60733e-05,4.9813e-11,-87.437,3.13381e-12,-0.000556037,0.000592011
392.33,-2.70374e-08,-1.60733e-05,4.98057e-11,-87.437,3.13333e-12,-0.000555953,0.000591923
392.34,-2.70371e-08,-1.60733e-05,4.97984e-11,-87.437,3.13286e-12,-0.000555869,0.000591836
392.35,-2.70368e-08,-1.60734e-05,4.97911e-11,-87.437,3.13239e-12,-0.000555785,0.000591749
392.36,-2.70366e-08,-1.60734e-05,4.97839e-11,-87.437,3.13191e-12,-0.000555701,0.000591662
392.37,-2.70363e-08,-1.60734e-05,4.97766e-11,-87.4371,3.13144e-12,-0.000555617,0.000591575
392.38,-2.7036e-08,-1.60735e-05,4.97693e-11,-87.4371,3.13096e-12,-0.000555533,0.000591488
392.39,-2.70358e-08,-1.60735e-05,4.9762e-11,-87.4371,3.13049e-12,-0.000555448,0.000591401
392.4,-2.70355e-08,-1.60735e-05,4.97547e-11,-87.4371,3.13001e-12,-0.000555364,0.000591314
392.41,-2.70352e-08,-1.60736e-05,4.97474e-11,-87.4371,3.12954e-12,-0.00055528,0.000591227
392.42,-2.7035e-08,-1.60736e-05,4.97402e-11,-87.4372,3.12907e-12,-0.000555196,0.00059114
392.43,-2.70347e-08,-1.60737e-05,4.97329e-11,-87.4372,3.12859e-12,-0.000555112,0.000591053
392.44,-2.70344e-08,-1.60737e-05,4.97256e-11,-87.4372,3.12812e-12,-0.000555028,0.000590966
392.45,-2.70342e-08,-1.60737e-05,4.97183e-11,-87.4372,3.12764e-12,-0.000554944,0.000590879
392.46,-2.70339e-08,-1.60738e-05,4.97111e-11,-87.4372,3.12717e-12,-0.00055486,0.000590792
392.47,-2.70336e-08,-1.60738e-05,4.97038e-11,-87.4373,3.1267e-12,-0.000554776,0.000590705
392.48,-2.70334e-08,-1.60738e-05,4.96965e-11,-87.4373,3.12622e-12,-0.000554692,0.000590618
392.49,-2.70331e-08,-1.60739e-05,4.96892e-11,-87.4373,3.12575e-12,-0.000554608,0.000590531
392.5,-2.70328e-08,-1.60739e-05,4.9682e-11,-87.4373,3.12528e-12,-0.000554524,0.000590444
392.51,-2.70325e-08,-1.60739e-05,4.96747e-11,-87.4373,3.1248e-12,-0.00055444,0.000590357
392.52,-2.70323e-08,-1.6074e-05,4.96674e-11,-87.4374,3.12433e-12,-0.000554356,0.00059027
392.53,-2.7032e-08,-1.6074e-05,4.96602e-11,-87.4374,3.12386e-12,-0.000554272,0.000590183
392.54,-2.70317e-08,-1.6074e-05,4.96529e-11,-87.4374,3.12338e-12,-0.000554189,0.000590097
392.55,-2.70315e-08,-1.60741e-05,4.96456e-11,-87.4374,3.12291e-12,-0.000554105,0.00059001
392.56,-2.70312e-08,-1.60741e-05,4.96384e-11,-87.4374,3.12244e-12,-0.000554021,0.000589923
392.57,-2.70309e-08,-1.60742e-05,4.96311e-11,-87.4375,3.12196e-12,-0.000553937,0.000589836
392.58,-2.70307e-08,-1.60742e-05,4.96238e-11,-87.4375,3.12149e-12,-0.000553853,0.000589749
392.59,-2.70304e-08,-1.60742e-05,4.96166e-11,-87.4375,3.12102e-12,-0.000553769,0.000589662
392.6,-2.70301e-08,-1.60743e-05,4.96093e-11,-87.4375,3.12055e-12,-0.000553685,0.000589576
392.61,-2.70299e-08,-1.60743e-05,4.96021e-11,-87.4375,3.12007e-12,-0.000553601,0.000589489
392.62,-2.70296e-08,-1.60743e-05,4.95948e-11,-87.4376,3.1196e-12,-0.000553518,0.000589402
392.63,-2.70293e-08,-1.60744e-05,4.95876e-11,-87.4376,3.11913e-12,-0.000553434,0.000589315
392.64,-2.70291e-08,-1.60744e-05,4.95803e-11,-87.4376,3.11866e-12,-0.00055335,0.000589229
392.65,-2.70288e-08,-1.60744e-05,4.9573e-11,-87.4376,3.11818e-12,-0.000553266,0.000589142
392.66,-2.70285e-08,-1.60745e-05,4.95658e-11,-87.4376,3.11771e-12,-0.000553183,0.000589055
392.67,-2.70283e-08,-1.60745e-05,4.95585e-11,-87.4377,3.11724e-12,-0.000553099,0.000588968
392.68,-2.7028e-08,-1.60745e-05,4.95513e-11,-87.4377,3.11677e-12,-0.000553015,0.000588882
392.69,-2.70277e-08,-1.60746e-05,4.9544e-11,-87.4377,3.11629e-12,-0.000552931,0.000588795
392.7,-2.70275e-08,-1.60746e-05,4.95368e-11,-87.4377,3.11582e-12,-0.000552848,0.000588708
392.71,-2.70272e-08,-1.60747e-05,4.95295e-11,-87.4377,3.11535e-12,-0.000552764,0.000588622
392.72,-2.70269e-08,-1.60747e-05,4.95223e-11,-87.4378,3.11488e-12,-0.00055268,0.000588535
392.73,-2.70266e-08,-1.60747e-05,4.9515e-11,-87.4378,3.11441e-12,-0.000552597,0.000588449
392.74,-2.70264e-08,-1.60748e-05,4.95078e-11,-87.4378,3.11394e-12,-0.000552513,0.000588362
392.75,-2.70261e-08,-1.60748e-05,4.95006e-11,-87.4378,3.11346e-12,-0.000552429,0.000588275
392.76,-2.70258e-08,-1.60748e-05,4.94933e-11,-87.4378,3.11299e-12,-0.000552346,0.000588189
392.77,-2.70256e-08,-1.60749e-05,4.94861e-11,-87.4379,3.11252e-12,-0.000552262,0.000588102
392.78,-2.70253e-08,-1.60749e-05,4.94788e-11,-87.4379,3.11205e-12,-0.000552178,0.000588016
392.79,-2.7025e-08,-1.60749e-05,4.94716e-11,-87.4379,3.11158e-12,-0.000552095,0.000587929
392.8,-2.70248e-08,-1.6075e-05,4.94643e-11,-87.4379,3.11111e-12,-0.000552011,0.000587843
392.81,-2.70245e-08,-1.6075e-05,4.94571e-11,-87.4379,3.11064e-12,-0.000551928,0.000587756
392.82,-2.70242e-08,-1.6075e-05,4.94499e-11,-87.438,3.11017e-12,-0.000551844,0.00058767
392.83,-2.7024e-08,-1.60751e-05,4.94426e-11,-87.438,3.10969e-12,-0.000551761,0.000587583
392.84,-2.70237e-08,-1.60751e-05,4.94354e-11,-87.438,3.10922e-12,-0.000551677,0.000587497
392.85,-2.70234e-08,-1.60752e-05,4.94282e-11,-87.438,3.10875e-12,-0.000551594,0.00058741
392.86,-2.70232e-08,-1.60752e-05,4.94209e-11,-87.438,3.10828e-12,-0.00055151,0.000587324
392.87,-2.70229e-08,-1.60752e-05,4.94137e-11,-87.438,3.10781e-12,-0.000551427,0.000587237
392.88,-2.70226e-08,-1.60753e-05,4.94065e-11,-87.4381,3.10734e-12,-0.000551343,0.000587151
392.89,-2.70224e-08,-1.60753e-05,4.93992e-11,-87.4381,3.10687e-12,-0.00055126,0.000587064
392.9,-2.70221e-08,-1.60753e-05,4.9392e-11,-87.4381,3.1064e-12,-0.000551176,0.000586978
392.91,-2.70218e-08,-1.60754e-05,4.93848e-11,-87.4381,3.10593e-12,-0.000551093,0.000586892
392.92,-2.70215e-08,-1.60754e-05,4.93776e-11,-87.4381,3.10546e-12,-0.000551009,0.000586805
392.93,-2.70213e-08,-1.60754e-05,4.93703e-11,-87.4382,3.10499e-12,-0.000550926,0.000586719
392.94,-2.7021e-08,-1.60755e-05,4.93631e-11,-87.4382,3.10452e-12,-0.000550842,0.000586633
392.95,-2.70207e-08,-1.60755e-05,4.93559e-11,-87.4382,3.10405e-12,-0.000550759,0.000586546
392.96,-2.70205e-08,-1.60755e-05,4.93487e-11,-87.4382,3.10358e-12,-0.000550676,0.00058646
392.97,-2.70202e-08,-1.60756e-05,4.93414e-11,-87.4382,3.10311e-12,-0.000550592,0.000586374
392.98,-2.70199e-08,-1.60756e-05,4.93342e-11,-87.4383,3.10264e-12,-0.000550509,0.000586287
392.99,-2.70197e-08,-1.60756e-05,4.9327e-11,-87.4383,3.10217e-12,-0.000550426,0.000586201
393,-2.70194e-08,-1.60757e-05,4.93198e-11,-87.4383,3.1017e-12,-0.000550342,0.000586115
393.01,-2.70191e-08,-1.60757e-05,4.93126e-11,-87.4383,3.10123e-12,-0.000550259,0.000586028
393.02,-2.70189e-08,-1.60758e-05,4.93054e-11,-87.4383,3.10076e-12,-0.000550176,0.000585942
393.03,-2.70186e-08,-1.60758e-05,4.92981e-11,-87.4384,3.10029e-12,-0.000550092,0.000585856
393.04,-2.70183e-08,-1.60758e-05,4.92909e-11,-87.4384,3.09982e-12,-0.000550009,0.00058577
393.05,-2.70181e-08,-1.60759e-05,4.92837e-11,-87.4384,3.09935e-12,-0.000549926,0.000585684
393.06,-2.70178e-08,-1.60759e-05,4.92765e-11,-87.4384,3.09888e-12,-0.000549842,0.000585597
393.07,-2.70175e-08,-1.60759e-05,4.92693e-11,-87.4384,3.09841e-12,-0.000549759,0.000585511
393.08,-2.70173e-08,-1.6076e-05,4.92621e-11,-87.4385,3.09794e-12,-0.000549676,0.000585425
393.09,-2.7017e-08,-1.6076e-05,4.92549e-11,-87.4385,3.09747e-12,-0.000549593,0.000585339
393.1,-2.70167e-08,-1.6076e-05,4.92477e-11,-87.4385,3.09701e-12,-0.00054951,0.000585253
393.11,-2.70164e-08,-1.60761e-05,4.92405e-11,-87.4385,3.09654e-12,-0.000549426,0.000585167
393.12,-2.70162e-08,-1.60761e-05,4.92333e-11,-87.4385,3.09607e-12,-0.000549343,0.00058508
393.13,-2.70159e-08,-1.60761e-05,4.9226e-11,-87.4386,3.0956e-12,-0.00054926,0.000584994
393.14,-2.70156e-08,-1.60762e-05,4.92188e-11,-87.4386,3.09513e-12,-0.000549177,0.000584908
393.15,-2.70154e-08,-1.60762e-05,4.92116e-11,-87.4386,3.09466e-12,-0.000549094,0.000584822
393.16,-2.70151e-08,-1.60762e-05,4.92044e-11,-87.4386,3.09419e-12,-0.000549011,0.000584736
393.17,-2.70148e-08,-1.60763e-05,4.91972e-11,-87.4386,3.09372e-12,-0.000548927,0.00058465
393.18,-2.70146e-08,-1.60763e-05,4.919e-11,-87.4387,3.09326e-12,-0.000548844,0.000584564
393.19,-2.70143e-08,-1.60764e-05,4.91828e-11,-87.4387,3.09279e-12,-0.000548761,0.000584478
393.2,-2.7014e-08,-1.60764e-05,4.91756e-11,-87.4387,3.09232e-12,-0.000548678,0.000584392
393.21,-2.70138e-08,-1.60764e-05,4.91684e-11,-87.4387,3.09185e-12,-0.000548595,0.000584306
393.22,-2.70135e-08,-1.60765e-05,4.91613e-11,-87.4387,3.09138e-12,-0.000548512,0.00058422
393.23,-2.70132e-08,-1.60765e-05,4.91541e-11,-87.4388,3.09092e-12,-0.000548429,0.000584134
393.24,-2.70129e-08,-1.60765e-05,4.91469e-11,-87.4388,3.09045e-12,-0.000548346,0.000584048
393.25,-2.70127e-08,-1.60766e-05,4.91397e-11,-87.4388,3.08998e-12,-0.000548263,0.000583962
393.26,-2.70124e-08,-1.60766e-05,4.91325e-11,-87.4388,3.08951e-12,-0.00054818,0.000583876
393.27,-2.70121e-08,-1.60766e-05,4.91253e-11,-87.4388,3.08904e-12,-0.000548097,0.00058379
393.28,-2.70119e-08,-1.60767e-05,4.91181e-11,-87.4389,3.08858e-12,-0.000548014,0.000583704
393.29,-2.70116e-08,-1.60767e-05,4.91109e-11,-87.4389,3.08811e-12,-0.000547931,0.000583618
393.3,-2.70113e-08,-1.60767e-05,4.91037e-11,-87.4389,3.08764e-12,-0.000547848,0.000583533
393.31,-2.70111e-08,-1.60768e-05,4.90965e-11,-87.4389,3.08717e-12,-0.000547765,0.000583447
393.32,-2.70108e-08,-1.60768e-05,4.90894e-11,-87.4389,3.08671e-12,-0.000547682,0.000583361
393.33,-2.70105e-08,-1.60768e-05,4.90822e-11,-87.439,3.08624e-12,-0.000547599,0.000583275
393.34,-2.70103e-08,-1.60769e-05,4.9075e-11,-87.439,3.08577e-12,-0.000547516,0.000583189
393.35,-2.701e-08,-1.60769e-05,4.90678e-11,-87.439,3.0853e-12,-0.000547433,0.000583103
393.36,-2.70097e-08,-1.60769e-05,4.90606e-11,-87.439,3.08484e-12,-0.00054735,0.000583018
393.37,-2.70095e-08,-1.6077e-05,4.90535e-11,-87.439,3.08437e-12,-0.000547268,0.000582932
393.38,-2.70092e-08,-1.6077e-05,4.90463e-11,-87.4391,3.0839e-12,-0.000547185,0.000582846
393.39,-2.70089e-08,-1.60771e-05,4.90391e-11,-87.4391,3.08344e-12,-0.000547102,0.00058276
393.4,-2.70086e-08,-1.60771e-05,4.90319e-11,-87.4391,3.08297e-12,-0.000547019,0.000582674
393.41,-2.70084e-08,-1.60771e-05,4.90247e-11,-87.4391,3.0825e-12,-0.000546936,0.000582589
393.42,-2.70081e-08,-1.60772e-05,4.90176e-11,-87.4391,3.08204e-12,-0.000546853,0.000582503
393.43,-2.70078e-08,-1.60772e-05,4.90104e-11,-87.4391,3.08157e-12,-0.000546771,0.000582417
393.44,-2.70076e-08,-1.60772e-05,4.90032e-11,-87.4392,3.0811e-12,-0.000546688,0.000582332
393.45,-2.70073e-08,-1.60773e-05,4.89961e-11,-87.4392,3.08064e-12,-0.000546605,0.000582246
393.46,-2.7007e-08,-1.60773e-05,4.89889e-11,-87.4392,3.08017e-12,-0.000546522,0.00058216
393.47,-2.70068e-08,-1.60773e-05,4.89817e-11,-87.4392,3.0797e-12,-0.000546439,0.000582074
393.48,-2.70065e-08,-1.60774e-05,4.89746e-11,-87.4392,3.07924e-12,-0.000546357,0.000581989
393.49,-2.70062e-08,-1.60774e-05,4.89674e-11,-87.4393,3.07877e-12,-0.000546274,0.000581903
393.5,-2.70059e-08,-1.60774e-05,4.89602e-11,-87.4393,3.07831e-12,-0.000546191,0.000581818
393.51,-2.70057e-08,-1.60775e-05,4.89531e-11,-87.4393,3.07784e-12,-0.000546109,0.000581732
393.52,-2.70054e-08,-1.60775e-05,4.89459e-11,-87.4393,3.07737e-12,-0.000546026,0.000581646
393.53,-2.70051e-08,-1.60775e-05,4.89387e-11,-87.4393,3.07691e-12,-0.000545943,0.000581561
393.54,-2.70049e-08,-1.60776e-05,4.89316e-11,-87.4394,3.07644e-12,-0.000545861,0.000581475
393.55,-2.70046e-08,-1.60776e-05,4.89244e-11,-87.4394,3.07598e-12,-0.000545778,0.00058139
393.56,-2.70043e-08,-1.60776e-05,4.89172e-11,-87.4394,3.07551e-12,-0.000545695,0.000581304
393.57,-2.70041e-08,-1.60777e-05,4.89101e-11,-87.4394,3.07505e-12,-0.000545613,0.000581218
393.58,-2.70038e-08,-1.60777e-05,4.89029e-11,-87.4394,3.07458e-12,-0.00054553,0.000581133
393.59,-2.70035e-08,-1.60777e-05,4.88958e-11,-87.4395,3.07412e-12,-0.000545447,0.000581047
393.6,-2.70032e-08,-1.60778e-05,4.88886e-11,-87.4395,3.07365e-12,-0.000545365,0.000580962
393.61,-2.7003e-08,-1.60778e-05,4.88815e-11,-87.4395,3.07318e-12,-0.000545282,0.000580876
393.62,-2.70027e-08,-1.60779e-05,4.88743e-11,-87.4395,3.07272e-12,-0.0005452,0.000580791
393.63,-2.70024e-08,-1.60779e-05,4.88672e-11,-87.4395,3.07225e-12,-0.000545117,0.000580706
